conditionID,campaignID,raceTextShown,imageShown,feedbackShown,turkMaster,blockID,turkID,turkAge,turkGender,turkRace,turkEducation,turkScore,turkDuration,turkFactor1,turkFactor2,turkFactor3,turkFactor4,turkFactor5,turkFactor6,turkFactor7,turkFactor8,turkFactor9,imageID,questionNum,defID,turkResponse,compasScore,groundTruth,defEthnicity,defGender,defAge,defJuvFelCount,defJuvMisdCount,defPriorsCount,defChargeID,defChargeDegree
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-012,q01,10406,1,7,0,2,0,43,0,0,2,306,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-021,q02,1443,0,5,1,2,0,45,0,0,0,318,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-005,q03,1024,0,2,0,2,0,27,0,0,0,306,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-004,q04,10307,1,6,0,2,0,31,2,0,6,169,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BF-007,q05,1022,0,1,0,2,1,31,0,0,0,45,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, WM-221,q06,4841,0,1,0,1,0,55,0,0,0,45,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, WM-201,q07,2910,0,4,0,1,0,42,0,0,0,128,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, WM-023,q08,4767,0,2,0,1,0,39,0,0,3,306,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, WM-011,q09,8613,1,2,0,1,0,33,0,0,2,133,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BF-203,q10,8307,1,6,0,2,1,53,0,0,5,413,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-025,q11,10011,1,3,1,2,0,45,0,0,4,127,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-034,q12,8267,1,3,1,2,0,46,0,0,3,371,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, WM-003,q13,4766,0,9,1,1,0,26,0,0,2,190,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BF-213,q14,3115,1,4,0,2,1,40,0,0,7,326,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BF-001,q15,3635,0,4,0,2,1,24,0,0,2,89,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BF-202,q16,8104,1,6,0,2,1,42,0,0,16,336,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-003,q17,3732,0,1,0,2,0,26,0,0,1,93,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BF-224,q18,8938,0,5,0,2,1,48,0,0,0,45,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-002,q19,7652,1,8,1,2,0,25,0,0,8,172,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, WM-018,q20,5593,0,4,1,1,0,37,0,0,4,21,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-013,q21,8517,0,3,1,2,0,23,0,0,0,45,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-036,q22,3398,1,10,1,2,0,21,1,2,3,92,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, WM-002,q23,9924,0,3,1,1,0,29,0,0,0,15,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-016,q24,7678,1,7,1,2,0,28,0,2,7,306,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, WM-016,q25,10044,0,2,1,1,0,34,0,0,0,374,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-001,q26,2719,0,4,1,2,0,23,0,0,1,167,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, WM-012,q27,1642,0,6,0,1,0,29,0,0,1,45,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, WM-001,q28,8141,0,4,0,1,0,21,0,0,0,400,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-017,q29,921,0,7,0,2,0,30,0,0,1,283,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BF-211,q30,61,0,2,0,2,1,51,0,0,7,306,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-019,q31,2393,0,3,0,2,0,22,0,0,0,65,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, WM-006,q32,7412,0,2,1,1,0,28,0,0,0,169,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-033,q33,855,0,1,0,2,0,38,0,0,0,60,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, LM-201,q34,9295,0,2,0,3,0,30,0,0,2,313,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BF-024,q35,5647,0,1,1,2,1,42,0,0,0,133,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, WF-002,q36,6064,0,2,0,1,1,31,0,0,0,45,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-009,q37,5438,0,10,1,2,0,20,0,0,1,186,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BF-003,q38,2182,0,6,1,2,1,26,0,0,1,190,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, WM-014,q39,7324,0,1,0,1,0,30,0,0,0,169,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, WF-221,q40,1733,1,7,0,1,1,52,0,0,6,381,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, LM-215,q41,9501,0,1,0,3,0,45,0,0,0,45,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-015,q42,1741,1,6,1,2,0,24,0,0,5,418,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, LM-206,q43,3957,0,2,0,3,0,24,0,0,1,84,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, WM-004,q44,9435,0,5,0,1,0,24,0,0,3,306,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-010,q45,9644,0,6,0,2,0,22,0,0,0,283,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, LM-200,q46,8827,1,3,0,3,0,26,0,0,5,129,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-212,q47,5557,0,4,1,2,0,51,0,0,0,423,0
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BF-027,q48,10452,0,1,0,2,1,44,0,0,0,379,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, WM-013,q49,4105,1,9,1,1,0,33,0,0,7,229,1
4,p1,0,0,1,1,1,A1FGN2JF4LCF9B,2,0,1,6,29,447,7,5,9,6,8,4,3,2,1, BM-011,q50,1441,0,5,1,2,0,30,0,0,1,45,0
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BM-025,q01,10011,1,3,1,2,0,45,0,0,4,127,0
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BM-034,q02,8267,1,3,1,2,0,46,0,0,3,371,1
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BF-203,q03,8307,1,6,0,2,1,53,0,0,5,413,1
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, WM-013,q04,4105,1,9,1,1,0,33,0,0,7,229,1
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BM-003,q05,3732,0,1,0,2,0,26,0,0,1,93,0
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, WM-018,q06,5593,1,4,1,1,0,37,0,0,4,21,0
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, WM-023,q07,4767,1,2,0,1,0,39,0,0,3,306,1
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, LM-201,q08,9295,1,2,0,3,0,30,0,0,2,313,1
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, WM-011,q09,8613,0,2,0,1,0,33,0,0,2,133,0
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BM-019,q10,2393,0,3,0,2,0,22,0,0,0,65,1
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BM-010,q11,9644,0,6,0,2,0,22,0,0,0,283,0
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, LM-200,q12,8827,1,3,0,3,0,26,0,0,5,129,1
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BM-015,q13,1741,1,6,1,2,0,24,0,0,5,418,1
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BM-021,q14,1443,0,5,1,2,0,45,0,0,0,318,1
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BM-009,q15,5438,1,10,1,2,0,20,0,0,1,186,1
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BM-012,q16,10406,1,7,0,2,0,43,0,0,2,306,1
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BM-013,q17,8517,0,3,1,2,0,23,0,0,0,45,0
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BF-027,q18,10452,0,1,0,2,1,44,0,0,0,379,1
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BF-213,q19,3115,1,4,0,2,1,40,0,0,7,326,0
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, WF-221,q20,1733,1,7,0,1,1,52,0,0,6,381,0
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BF-211,q21,61,1,2,0,2,1,51,0,0,7,306,1
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, WM-004,q22,9435,0,5,0,1,0,24,0,0,3,306,1
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BM-011,q23,1441,0,5,1,2,0,30,0,0,1,45,0
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, WM-221,q24,4841,0,1,0,1,0,55,0,0,0,45,0
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, LM-206,q25,3957,0,2,0,3,0,24,0,0,1,84,0
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BM-017,q26,921,0,7,0,2,0,30,0,0,1,283,0
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, WF-002,q27,6064,0,2,0,1,1,31,0,0,0,45,0
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BM-033,q28,855,0,1,0,2,0,38,0,0,0,60,1
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BF-003,q29,2182,1,6,1,2,1,26,0,0,1,190,1
4,p1,0,0,1,1,1,A3QSJY1FFN0N6V,3,1,1,3,31,398,4,7,5,6,9,8,3,2,1, BF-202,q30,8104,0,6,0,2,1,42,0,0,16,336,1
