"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"307L9TDWJYECXCOFX4D4PHYQUDRN3C","3HN4348L0DPS3GP3ZS079R1K9BC3S9","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 10-15 minutes]","survey, prediction","$1.50","Fri Jan 11 17:51:48 PST 2019","1000","BatchId:3497315;OriginalHitTemplateId:920937340;","1800","604800","Fri Jan 18 17:51:48 PST 2019","","","3018Q3ZVOJCZJFDMPSFXATCP0D5RAR","A1CY01G7686ORZ","Submitted","Fri Jan 11 17:54:30 PST 2019","Fri Jan 11 18:10:14 PST 2019","Fri Jan 18 18:10:14 PST 2019","","","","944","100% (5/5)","0% (0/0)","0% (0/0)","nxsmm0nnvda3yp7i97feoow1BB"
"307L9TDWJYECXCOFX4D4PHYQUDRN3C","3HN4348L0DPS3GP3ZS079R1K9BC3S9","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 10-15 minutes]","survey, prediction","$1.50","Fri Jan 11 17:51:48 PST 2019","1000","BatchId:3497315;OriginalHitTemplateId:920937340;","1800","604800","Fri Jan 18 17:51:48 PST 2019","","","3018Q3ZVOJCZJFDMPSFXATCP0D6ARB","A1SSYN7TXMTJS4","Submitted","Fri Jan 11 18:00:48 PST 2019","Fri Jan 11 18:09:50 PST 2019","Fri Jan 18 18:09:50 PST 2019","","","","542","0% (0/0)","0% (0/0)","0% (0/0)","nxsrjxmie1c52k7sp5kdzeh8k1"
"307L9TDWJYECXCOFX4D4PHYQUDRN3C","3HN4348L0DPS3GP3ZS079R1K9BC3S9","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 10-15 minutes]","survey, prediction","$1.50","Fri Jan 11 17:51:48 PST 2019","1000","BatchId:3497315;OriginalHitTemplateId:920937340;","1800","604800","Fri Jan 18 17:51:48 PST 2019","","","304SM51WA4QG34IRAVFYVE1R4X9BSU","A2BEC2FXO2NEV2","Submitted","Fri Jan 11 18:01:45 PST 2019","Fri Jan 11 18:15:30 PST 2019","Fri Jan 18 18:15:30 PST 2019","","","","825","100% (6/6)","0% (0/0)","0% (0/0)","A2BECFXO2NEV2"
"307L9TDWJYECXCOFX4D4PHYQUDRN3C","3HN4348L0DPS3GP3ZS079R1K9BC3S9","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 10-15 minutes]","survey, prediction","$1.50","Fri Jan 11 17:51:48 PST 2019","1000","BatchId:3497315;OriginalHitTemplateId:920937340;","1800","604800","Fri Jan 18 17:51:48 PST 2019","","","308XBLVESJQ42PIEV6FT54WVIVQRBM","A3CMYCGP1G9WKD","Submitted","Fri Jan 11 18:25:31 PST 2019","Fri Jan 11 18:37:13 PST 2019","Fri Jan 18 18:37:13 PST 2019","","","","702","0% (0/0)","0% (0/0)","0% (0/0)","nxsjf277123gxk5p0q9li4hi1"
"307L9TDWJYECXCOFX4D4PHYQUDRN3C","3HN4348L0DPS3GP3ZS079R1K9BC3S9","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 10-15 minutes]","survey, prediction","$1.50","Fri Jan 11 17:51:48 PST 2019","1000","BatchId:3497315;OriginalHitTemplateId:920937340;","1800","604800","Fri Jan 18 17:51:48 PST 2019","","","308XBLVESJQ42PIEV6FT54WVIVRBR7","A3ILHE9QEMS56D","Submitted","Fri Jan 11 18:14:51 PST 2019","Fri Jan 11 18:34:38 PST 2019","Fri Jan 18 18:34:38 PST 2019","","","","1187","0% (0/0)","0% (0/0)","0% (0/0)","nxs3c2wekcre88fhshmkzqnvb1BB"
"307L9TDWJYECXCOFX4D4PHYQUDRN3C","3HN4348L0DPS3GP3ZS079R1K9BC3S9","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 10-15 minutes]","survey, prediction","$1.50","Fri Jan 11 17:51:48 PST 2019","1000","BatchId:3497315;OriginalHitTemplateId:920937340;","1800","604800","Fri Jan 18 17:51:48 PST 2019","","","30BUDKLTXEHD45W08Q4G3BXKTAH5EP","A1Y6E94Q2RDOST","Submitted","Fri Jan 11 18:39:14 PST 2019","Fri Jan 11 18:54:51 PST 2019","Fri Jan 18 18:54:51 PST 2019","","","","937","0% (0/0)","0% (0/0)","0% (0/0)","A1Y6E94Q2RDOST"
"307L9TDWJYECXCOFX4D4PHYQUDRN3C","3HN4348L0DPS3GP3ZS079R1K9BC3S9","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 10-15 minutes]","survey, prediction","$1.50","Fri Jan 11 17:51:48 PST 2019","1000","BatchId:3497315;OriginalHitTemplateId:920937340;","1800","604800","Fri Jan 18 17:51:48 PST 2019","","","30BUDKLTXEHD45W08Q4G3BXKTBU5E4","A23ACN86OPU9XA","Submitted","Fri Jan 11 19:45:00 PST 2019","Fri Jan 11 20:02:15 PST 2019","Fri Jan 18 20:02:15 PST 2019","","","","1035","0% (0/0)","0% (0/0)","0% (0/0)","nxso2wmbewf1bian96ldoac2o1BB"
"307L9TDWJYECXCOFX4D4PHYQUDRN3C","3HN4348L0DPS3GP3ZS079R1K9BC3S9","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 10-15 minutes]","survey, prediction","$1.50","Fri Jan 11 17:51:48 PST 2019","1000","BatchId:3497315;OriginalHitTemplateId:920937340;","1800","604800","Fri Jan 18 17:51:48 PST 2019","","","30BXRYBRP5JJ1Y2MUSZVEE7A5NAHWV","A34LSCB90T5KYE","Submitted","Fri Jan 11 17:54:31 PST 2019","Fri Jan 11 18:03:58 PST 2019","Fri Jan 18 18:03:58 PST 2019","","","","567","0% (0/0)","0% (0/0)","0% (0/0)","nxsg4v57339uzn9qop5iazcll1"
"307L9TDWJYECXCOFX4D4PHYQUDRN3C","3HN4348L0DPS3GP3ZS079R1K9BC3S9","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 10-15 minutes]","survey, prediction","$1.50","Fri Jan 11 17:51:48 PST 2019","1000","BatchId:3497315;OriginalHitTemplateId:920937340;","1800","604800","Fri Jan 18 17:51:48 PST 2019","","","30BXRYBRP5JJ1Y2MUSZVEE7A5NBHWW","A3KZQPEKQ64ASL","Submitted","Fri Jan 11 18:28:29 PST 2019","Fri Jan 11 18:40:35 PST 2019","Fri Jan 18 18:40:35 PST 2019","","","","726","0% (0/0)","0% (0/0)","0% (0/0)","nxsl0a1adr7u4sk2305aa59lb1"
"307L9TDWJYECXCOFX4D4PHYQUDRN3C","3HN4348L0DPS3GP3ZS079R1K9BC3S9","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 10-15 minutes]","survey, prediction","$1.50","Fri Jan 11 17:51:48 PST 2019","1000","BatchId:3497315;OriginalHitTemplateId:920937340;","1800","604800","Fri Jan 18 17:51:48 PST 2019","","","30BXRYBRP5JJ1Y2MUSZVEE7A5NDHWY","A1ACYN0TN8PJBI","Submitted","Fri Jan 11 19:27:16 PST 2019","Fri Jan 11 19:51:36 PST 2019","Fri Jan 18 19:51:36 PST 2019","","","","1460","0% (0/0)","0% (0/0)","0% (0/0)","nxsg7ig4i9ccafi8wnozo06dg1"
