"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3QHITW7OYOVXKU0SMBKVGJ718WAQA1","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 09:31:14 PDT 2019","200","BatchId:3633901;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 09:31:14 PDT 2019","","","308Q0PEVB9Z8LX0Y7Z7O060EQOPI9H","A13NF4UY99F2T4","Submitted","Tue May 07 09:31:31 PDT 2019","Tue May 07 09:38:50 PDT 2019","Tue May 21 09:38:50 PDT 2019","","","","439","100% (1/1)","0% (0/0)","0% (0/0)","nxspvrrkh0d55hf1pjjb15m1l1"
"3QHITW7OYOVXKU0SMBKVGJ718WAQA1","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 09:31:14 PDT 2019","200","BatchId:3633901;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 09:31:14 PDT 2019","","","30BXRYBRP5JJ1Y2MUSZVEE7AOCCHWU","AH3EVY0TJLJMA","Submitted","Tue May 07 11:00:57 PDT 2019","Tue May 07 11:28:02 PDT 2019","Tue May 21 11:28:02 PDT 2019","","","","1625","100% (1/1)","0% (0/0)","0% (0/0)","nxs4c5qk936hff2ziu4wv1bo31BB"
"3QHITW7OYOVXKU0SMBKVGJ718WAQA1","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 09:31:14 PDT 2019","200","BatchId:3633901;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 09:31:14 PDT 2019","","","30JNVC0ORA6EH160IJ0PMPPO0BEQHI","A2UTDZAZV1DF0N","Submitted","Tue May 07 09:31:43 PDT 2019","Tue May 07 09:56:20 PDT 2019","Tue May 21 09:56:20 PDT 2019","","","","1477","100% (9/9)","100% (1/1)","100% (1/1)","nxsgl1z5g5a9eepqigxkqj6b1BB"
"3QHITW7OYOVXKU0SMBKVGJ718WAQA1","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 09:31:14 PDT 2019","200","BatchId:3633901;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 09:31:14 PDT 2019","","","30JNVC0ORA6EH160IJ0PMPPO0BGQHK","AAGJHWFLKLW07","Submitted","Tue May 07 09:55:32 PDT 2019","Tue May 07 10:18:03 PDT 2019","Tue May 21 10:18:03 PDT 2019","","","","1351","100% (1/1)","0% (0/0)","0% (0/0)","nxsh0prpbobeibd7bwrj8bn3m0"
"3QHITW7OYOVXKU0SMBKVGJ718WAQA1","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 09:31:14 PDT 2019","200","BatchId:3633901;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 09:31:14 PDT 2019","","","30MVJZJNHNZ4G8K4PHSOC7FE33GJ9W","A3A3MIXR5SLD65","Submitted","Tue May 07 09:52:25 PDT 2019","Tue May 07 10:20:18 PDT 2019","Tue May 21 10:20:18 PDT 2019","","","","1673","0% (0/0)","0% (0/0)","0% (0/0)","nxsmo2b2yj3xl5dpatcmdnqa1"
"3QHITW7OYOVXKU0SMBKVGJ718WAQA1","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 09:31:14 PDT 2019","200","BatchId:3633901;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 09:31:14 PDT 2019","","","317HQ483I8ETAZ4S89QTI7VYVD6ING","A3914P24XPNPY3","Submitted","Tue May 07 09:31:37 PDT 2019","Tue May 07 09:50:50 PDT 2019","Tue May 21 09:50:50 PDT 2019","","","","1153","100% (1/1)","0% (0/0)","0% (0/0)","nxscsf8f9vco779548afe33iw0BB"
"3QHITW7OYOVXKU0SMBKVGJ718WAQA1","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 09:31:14 PDT 2019","200","BatchId:3633901;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 09:31:14 PDT 2019","","","31HQ4X3T3TWSGD43184S9HXWZG8SLG","A3IR514IK4BBLF","Submitted","Tue May 07 09:40:25 PDT 2019","Tue May 07 09:55:35 PDT 2019","Tue May 21 09:55:35 PDT 2019","","","","910","0% (0/0)","0% (0/0)","0% (0/0)","nxsxhve6bs2i9qxbt5p6eukje0"
"3QHITW7OYOVXKU0SMBKVGJ718WAQA1","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 09:31:14 PDT 2019","200","BatchId:3633901;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 09:31:14 PDT 2019","","","31IBVUNM9TLM8DBB9S6ZPRCJ1OGVFJ","A2E3TO92MCQ9XU","Submitted","Tue May 07 09:55:53 PDT 2019","Tue May 07 10:02:23 PDT 2019","Tue May 21 10:02:23 PDT 2019","","","","390","100% (2/2)","100% (1/1)","100% (1/1)","nxsffrrd8fyeha1ccbhh37io21BB"
"3QHITW7OYOVXKU0SMBKVGJ718WAQA1","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 09:31:14 PDT 2019","200","BatchId:3633901;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 09:31:14 PDT 2019","","","31Z0PCVWUL1UGSSGME880HBH6FHT7X","A3L1DZWXQFWB90","Submitted","Tue May 07 09:31:39 PDT 2019","Tue May 07 09:47:11 PDT 2019","Tue May 21 09:47:11 PDT 2019","","","","932","100% (1/1)","0% (0/0)","0% (0/0)","nxs9fg4x3jtf7xnyvwcae121"
"3QHITW7OYOVXKU0SMBKVGJ718WAQA1","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 09:31:14 PDT 2019","200","BatchId:3633901;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 09:31:14 PDT 2019","","","326O153BMJK88IBTNWMZ1NLCPGYDEL","AKMDZ4L0QU8N2","Submitted","Tue May 07 09:45:00 PDT 2019","Tue May 07 09:57:49 PDT 2019","Tue May 21 09:57:49 PDT 2019","","","","769","0% (0/0)","0% (0/0)","0% (0/0)","nxs3lf0vfk8ikcjjkulq3p5hg1BB"
