"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3UQVX1UPFS3KRY0PSYX1VVXLJ5J027","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 18:23:10 PDT 2019","200","BatchId:3634536;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 18:23:10 PDT 2019","","","3XXU1SWE8NHBJLTNVFWIQXB2AEXA04","A06711361DP1JL158BWS8","Submitted","Tue May 07 18:24:02 PDT 2019","Tue May 07 18:31:24 PDT 2019","Tue May 21 18:31:24 PDT 2019","","","","442","100% (2/2)","0% (0/0)","0% (0/0)","nxs11af6hrrmmafl2kc5ciz1BB"
"3UQVX1UPFS3KRY0PSYX1VVXLJ5J027","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 18:23:10 PDT 2019","200","BatchId:3634536;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 18:23:10 PDT 2019","","","3AZHRG4CU56BZ0U2M0H83PXW44503Y","A106N5M5OSFAT9","Submitted","Tue May 07 18:55:31 PDT 2019","Tue May 07 19:03:28 PDT 2019","Tue May 21 19:03:28 PDT 2019","","","","477","0% (0/0)","0% (0/0)","0% (0/0)","nxsya1dtjdkctkn4wo9m24edr1"
"3UQVX1UPFS3KRY0PSYX1VVXLJ5J027","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 18:23:10 PDT 2019","200","BatchId:3634536;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 18:23:10 PDT 2019","","","3PM8NZGV8Z2B3R6FNNIBPBDIO33XQS","A107AUZRFUUR0V","Submitted","Tue May 07 18:24:29 PDT 2019","Tue May 07 18:41:45 PDT 2019","Tue May 21 18:41:45 PDT 2019","","","","1036","100% (1/1)","0% (0/0)","0% (0/0)","nxsx8ok40jderoynpa47rn1BB"
"3UQVX1UPFS3KRY0PSYX1VVXLJ5J027","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 18:23:10 PDT 2019","200","BatchId:3634536;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 18:23:10 PDT 2019","","","3UOUJI6MTE03VKDW4W2GZCA7ROFUX0","A10GBO6PU2EI0K","Submitted","Tue May 07 19:12:22 PDT 2019","Tue May 07 19:35:56 PDT 2019","Tue May 21 19:35:56 PDT 2019","","","","1414","100% (1/1)","0% (0/0)","0% (0/0)","nxsfpz0ybdjb474goo0jydu391"
"3UQVX1UPFS3KRY0PSYX1VVXLJ5J027","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 18:23:10 PDT 2019","200","BatchId:3634536;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 18:23:10 PDT 2019","","","3RSDURM96B8B6T6KJS9DE8VD76AEY4","A10PUM2S12CAW","Submitted","Tue May 07 18:33:57 PDT 2019","Tue May 07 18:47:42 PDT 2019","Tue May 21 18:47:42 PDT 2019","","","","825","100% (1/1)","100% (1/1)","0% (0/0)","A10PUM2S12CAW"
"3UQVX1UPFS3KRY0PSYX1VVXLJ5J027","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 18:23:10 PDT 2019","200","BatchId:3634536;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 18:23:10 PDT 2019","","","3KGTPGBS6Y72U4AZG7HN9MGBEFB2UU","A10UOV89EVLDAM","Submitted","Tue May 07 18:39:38 PDT 2019","Tue May 07 19:02:32 PDT 2019","Tue May 21 19:02:32 PDT 2019","","","","1374","100% (2/2)","0% (0/0)","0% (0/0)","xsmw28swmxojfi4myshuj16d1BB"
"3UQVX1UPFS3KRY0PSYX1VVXLJ5J027","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 18:23:10 PDT 2019","200","BatchId:3634536;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 18:23:10 PDT 2019","","","33NF62TLXKOOX43VTEJD2GTUEZ0KJ3","A12C01LD8TO3Y8","Submitted","Tue May 07 18:56:47 PDT 2019","Tue May 07 19:09:03 PDT 2019","Tue May 21 19:09:03 PDT 2019","","","","736","0% (0/0)","0% (0/0)","0% (0/0)","No code given"
"3UQVX1UPFS3KRY0PSYX1VVXLJ5J027","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 18:23:10 PDT 2019","200","BatchId:3634536;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 18:23:10 PDT 2019","","","3I02618YA1SYMBB5I5SZ5ZO4PP0UP6","A1347TBCYKW8R9","Submitted","Tue May 07 18:25:35 PDT 2019","Tue May 07 18:47:41 PDT 2019","Tue May 21 18:47:41 PDT 2019","","","","1326","100% (2/2)","100% (2/2)","0% (0/0)","nxs78pcmkr8miq171vm6jq2zs0"
"3UQVX1UPFS3KRY0PSYX1VVXLJ5J027","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 18:23:10 PDT 2019","200","BatchId:3634536;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 18:23:10 PDT 2019","","","37TD41K0AIVZD9AXOVBT6Y79590SCA","A13BPP2NZDX513","Submitted","Tue May 07 18:25:20 PDT 2019","Tue May 07 18:38:18 PDT 2019","Tue May 21 18:38:18 PDT 2019","","","","778","100% (1/1)","0% (0/0)","0% (0/0)","nxsr3mywbcsbhlg6qno0o17nk1"
"3UQVX1UPFS3KRY0PSYX1VVXLJ5J027","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 18:23:10 PDT 2019","200","BatchId:3634536;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 18:23:10 PDT 2019","","","37TRT2X24RDN41Z1N16K3DA4R5OJBF","A14294HZGND1AZ","Submitted","Tue May 07 18:30:45 PDT 2019","Tue May 07 18:42:16 PDT 2019","Tue May 21 18:42:16 PDT 2019","","","","691","100% (2/2)","100% (1/1)","0% (0/0)","nxs0bu8tfihv4j52mu5yrleken1"
"3UQVX1UPFS3KRY0PSYX1VVXLJ5J027","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 18:23:10 PDT 2019","200","BatchId:3634536;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 18:23:10 PDT 2019","","","3OB0CAO74IBNQ3XM9THJZBSQZM5YH7","A144T42X6B04VA","Submitted","Tue May 07 18:54:35 PDT 2019","Tue May 07 19:05:38 PDT 2019","Tue May 21 19:05:38 PDT 2019","","","","663","100% (1/1)","100% (1/1)","0% (0/0)","nxsw0620ghd8q8vt7ezoq3ff1"
"3UQVX1UPFS3KRY0PSYX1VVXLJ5J027","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 18:23:10 PDT 2019","200","BatchId:3634536;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 18:23:10 PDT 2019","","","336KAV9KYREJBDU4Q8ECC7MOA3K2YQ","A150XGQ7KWLBWN","Submitted","Tue May 07 18:24:45 PDT 2019","Tue May 07 18:38:32 PDT 2019","Tue May 21 18:38:32 PDT 2019","","","","827","100% (1/1)","0% (0/0)","0% (0/0)","nxsgasetv788bcox9c1ifj9hc1"
"3UQVX1UPFS3KRY0PSYX1VVXLJ5J027","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 18:23:10 PDT 2019","200","BatchId:3634536;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 18:23:10 PDT 2019","","","3Y9N9SS8LZX5YKVWYC53IWHFYTE3DU","A15ZLQU8M9MMXS","Submitted","Tue May 07 18:25:25 PDT 2019","Tue May 07 18:41:58 PDT 2019","Tue May 21 18:41:58 PDT 2019","","","","993","100% (1/1)","0% (0/0)","0% (0/0)","nxsk2bm9vexaeh8dg48z0v6st0"
"3UQVX1UPFS3KRY0PSYX1VVXLJ5J027","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 18:23:10 PDT 2019","200","BatchId:3634536;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 18:23:10 PDT 2019","","","30BXRYBRP5JJ1Y2MUSZVEE7AOE6WH7","A173XG3NZ7JPT7","Submitted","Tue May 07 18:59:54 PDT 2019","Tue May 07 19:15:23 PDT 2019","Tue May 21 19:15:23 PDT 2019","","","","929","100% (1/1)","0% (0/0)","0% (0/0)","nxs71occz4q0udh2nc0je03j36g1"
"3UQVX1UPFS3KRY0PSYX1VVXLJ5J027","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 18:23:10 PDT 2019","200","BatchId:3634536;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 18:23:10 PDT 2019","","","3S4AW7T80C49ES2SB78ABEHQL2CL4D","A17MG650X3U09C","Submitted","Tue May 07 18:27:44 PDT 2019","Tue May 07 18:39:42 PDT 2019","Tue May 21 18:39:42 PDT 2019","","","","718","100% (1/1)","0% (0/0)","0% (0/0)","nxsk3mekvioysv4ubowoehlm1"
"3UQVX1UPFS3KRY0PSYX1VVXLJ5J027","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 18:23:10 PDT 2019","200","BatchId:3634536;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 18:23:10 PDT 2019","","","33C7UALJVMKX7MLQU0G48BOHPI3811","A17MQHLWAOPWPN","Submitted","Tue May 07 18:25:49 PDT 2019","Tue May 07 18:37:17 PDT 2019","Tue May 21 18:37:17 PDT 2019","","","","688","0% (0/0)","0% (0/0)","0% (0/0)","nxs3qvee4a0lxrf3bq1hjdox71"
"3UQVX1UPFS3KRY0PSYX1VVXLJ5J027","3FSCUW4D316WNXAIP718HZ9W1R2SSH","Predicting Future Criminal Offenses","Predict whether a person will commit a criminal offense in the future. [$5 potential bonus; 20-30 minutes]","survey, prediction","$1.50","Tue May 07 18:23:10 PDT 2019","200","BatchId:3634536;OriginalHitTemplateId:920937340;","1800","1209600","Tue May 21 18:23:10 PDT 2019","","","32EYX73OY1VJYORKVXWOAUOJQ7OURY","A193Z9KOAAN1I4","Submitted","Tue May 07 18:25:55 PDT 2019","Tue May 07 18:37:29 PDT 2019","Tue May 21 18:37:29 PDT 2019","","","","694","100% (1/1)","100% (1/1)","100% (1/1)","nxsu3tr7r82g4lr86p7tw4ndo1"
